1,0.8404
2,0.5146
3,0.2859
4,0.1783
5,0.1523
6,0.1079
7,0.0845
8,0.0816
9,0.0768
10,0.0683
11,0.063
12,0.0622
13,0.0597
14,0.056
15,0.0562
16,0.0537
17,0.0501
18,0.0506
19,0.0482
20,0.0502
21,0.0493
22,0.0489
23,0.0465
24,0.0458
25,0.0437
26,0.0438
27,0.0443
28,0.0439
29,0.0425
30,0.0428
31,0.0423
32,0.0433
33,0.0416
34,0.0417
35,0.0428
36,0.0432
37,0.0431
38,0.0414
39,0.0414
40,0.0413
