1,0.8798
2,0.5965
3,0.2995
4,0.2037
5,0.1746
6,0.1433
7,0.0863
8,0.0748
9,0.0684
10,0.0661
11,0.0615
12,0.0588
13,0.055
14,0.0527
15,0.0502
16,0.0499
17,0.0492
18,0.0493
19,0.0473
20,0.0449
21,0.0445
22,0.0441
23,0.0422
24,0.0416
25,0.0404
26,0.0389
27,0.039
28,0.0381
29,0.0378
30,0.0377
31,0.0366
32,0.0364
33,0.0364
34,0.0362
35,0.0358
36,0.0359
37,0.0363
38,0.0349
39,0.0343
40,0.0343
