1,0.767555555556
2,0.692888888889
3,0.544444444444
4,0.466
5,0.4
6,0.359333333333
7,0.320222222222
8,0.288666666667
9,0.250222222222
10,0.238222222222
11,0.222222222222
12,0.223333333333
13,0.224444444444
14,0.214222222222
15,0.209777777778
16,0.203555555556
17,0.204888888889
18,0.199555555556
19,0.196888888889
20,0.197333333333
21,0.198888888889
22,0.198
23,0.196
24,0.196888888889
25,0.197333333333
26,0.199777777778
27,0.199555555556
28,0.197777777778
29,0.196888888889
30,0.197111111111
31,0.198
32,0.197777777778
33,0.2
34,0.199333333333
35,0.199555555556
36,0.199777777778
37,0.200222222222
38,0.201777777778
39,0.200444444444
40,0.198666666667
