1,0.716222222222
2,0.567555555556
3,0.444222222222
4,0.332444444444
5,0.294666666667
6,0.267555555556
7,0.241555555556
8,0.228666666667
9,0.218888888889
10,0.214222222222
11,0.205333333333
12,0.197777777778
13,0.174222222222
14,0.173111111111
15,0.172
16,0.168888888889
17,0.164
18,0.150444444444
19,0.151111111111
20,0.150888888889
21,0.143333333333
22,0.140666666667
23,0.138222222222
24,0.143777777778
25,0.138
26,0.136222222222
27,0.131777777778
28,0.132
29,0.129555555556
30,0.131111111111
31,0.130888888889
32,0.131111111111
33,0.131333333333
34,0.129777777778
35,0.131777777778
36,0.132
37,0.130444444444
38,0.132
39,0.134222222222
40,0.133555555556
